Music,Classical music,Musical,Pop,Rock,Metal or Hardrock,"Hiphop, Rap",Rock n roll,Alternative,"Techno, Trance",Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,Dancing,Musical instruments,Writing,Passive sport,Active sport,Science and technology,Theatre,Adrenaline sports,Pets,Appearence and gestures,Happiness in life,Education
5,2,4,5,2,1,5,3,2,2,5,5,5,5,5,1,1,5,5,3,5,2,4,3,2,2,5,3,3,5,3,4,4,5,5,4,3,3,3,3,2,1,4,3,3,3,4,5,5,4,masters degree
5,4,4,5,4,1,4,4,3,3,5,3,5,4,4,2,5,5,3,4,5,3,5,3,4,2,3,4,5,3,1,3,2,5,3,2,2,3,5,3,5,5,2,4,3,3,3,5,4,4,masters degree
5,3,3,3,2,1,2,3,2,1,5,3,3,4,4,3,3,4,4,4,2,2,5,1,2,1,5,1,2,4,3,3,4,5,3,1,2,5,1,2,4,4,5,5,2,2,2,3,4,5,secondary school
4,3,2,2,2,1,2,3,4,3,5,1,1,4,3,3,2,5,5,5,4,5,3,4,3,2,4,3,5,3,4,4,3,5,3,3,4,2,4,2,2,2,3,3,3,3,1,2,3,4,secondary school
4,3,3,3,3,2,3,3,2,1,4,2,2,4,4,3,3,4,3,3,4,4,2,1,4,1,2,1,2,2,1,4,2,3,1,1,1,4,3,3,1,1,3,4,1,4,2,2,3,4,masters degree
5,3,2,4,3,1,5,2,2,2,5,4,5,4,4,2,3,5,5,3,3,3,3,2,3,1,3,2,2,2,1,1,2,2,3,2,3,2,2,3,1,1,2,1,2,4,3,1,5,4,masters degree
5,1,1,1,3,5,2,2,2,1,5,5,4,3,1,5,5,2,1,3,5,5,2,3,1,1,4,4,1,1,1,1,5,2,1,1,3,1,1,1,1,1,1,5,3,1,3,3,4,3,secondary school
5,2,1,3,4,2,1,3,2,1,4,2,4,4,3,1,2,4,3,3,4,1,4,2,4,2,5,5,1,4,1,1,2,2,4,2,4,2,2,1,4,2,5,3,3,4,1,3,4,2,masters degree
5,1,2,3,4,5,3,4,5,5,5,4,4,3,2,5,5,3,2,3,5,4,1,1,4,3,5,5,3,2,1,3,3,5,1,1,5,1,1,1,1,1,4,5,5,1,3,1,3,3,college/bachelor degree
5,5,4,3,3,1,2,3,1,2,2,2,2,4,4,4,1,3,3,2,3,2,3,1,4,3,2,3,1,1,2,2,1,4,1,1,2,3,1,1,5,1,2,1,3,4,3,1,3,3,primary school
5,2,3,4,1,1,4,2,1,1,5,3,3,5,5,2,2,3,3,2,3,1,3,2,4,1,5,5,3,1,1,4,1,4,1,1,,3,4,2,3,2,4,2,3,4,1,5,5,4,college/bachelor degree
5,2,2,2,3,3,5,4,3,5,5,1,3,5,5,3,2,3,2,5,4,3,4,3,4,3,5,5,5,2,2,5,4,5,3,5,3,4,4,5,1,3,5,4,5,3,4,1,4,4,college/bachelor degree
5,5,5,4,4,3,2,3,4,1,5,4,5,5,4,4,2,2,3,1,3,5,5,3,4,4,3,4,2,4,2,5,3,4,2,3,1,5,5,3,5,2,4,2,4,5,2,5,5,5,secondary school
5,3,1,4,2,1,3,2,2,4,5,2,3,4,2,4,4,4,4,4,4,5,2,3,5,5,5,4,2,5,5,5,5,3,4,2,1,4,2,1,1,1,1,1,5,2,1,1,4,3,secondary school
5,1,3,2,5,4,1,2,2,1,4,2,1,5,2,1,3,3,3,1,1,2,4,2,1,1,4,2,1,1,1,4,1,3,2,1,1,1,1,1,1,1,2,1,2,5,1,1,3,5,secondary school
5,5,2,4,5,4,1,1,,3,5,4,4,5,2,1,5,5,5,5,4,5,1,3,1,1,5,5,2,1,1,1,5,1,1,1,5,1,3,1,1,1,,3,4,1,3,5,3,3,masters degree
2,3,4,3,4,2,2,4,3,1,4,2,2,5,3,4,2,5,4,5,3,2,4,1,2,2,3,4,1,1,1,3,1,3,2,1,3,2,1,1,1,2,2,3,1,3,5,4,2,4,secondary school
5,5,2,4,5,1,3,5,5,5,5,1,1,5,5,5,1,5,5,5,2,2,2,1,2,2,4,2,1,5,1,1,4,5,2,1,1,4,5,1,5,1,5,3,3,3,5,5,4,4,college/bachelor degree
4,3,3,3,2,1,4,3,3,2,4,1,1,4,4,1,3,5,4,4,3,5,4,5,2,3,4,2,4,3,2,4,5,5,2,4,2,3,5,2,2,3,1,3,2,3,1,3,4,4,secondary school
5,4,5,5,4,1,3,4,1,4,5,1,3,5,5,5,1,5,5,3,3,1,1,1,1,1,5,5,1,2,1,5,5,5,1,1,4,1,5,3,5,1,5,1,1,3,1,1,3,3,secondary school
5,3,3,3,3,1,3,3,2,2,5,3,3,5,3,2,4,5,5,4,3,4,4,4,2,2,4,3,4,3,2,4,3,5,3,4,2,5,3,4,1,3,1,3,3,5,4,5,4,4,secondary school
5,5,5,3,1,1,1,5,3,1,4,5,4,5,5,2,3,5,3,5,2,3,3,2,1,1,2,2,1,1,1,3,2,4,2,1,1,3,5,3,5,1,3,1,4,5,1,1,5,4,college/bachelor degree
5,1,5,4,4,1,4,4,3,4,5,2,3,5,5,3,2,2,2,1,2,1,2,1,3,3,5,3,3,1,1,3,5,3,2,1,3,5,2,5,2,2,1,5,3,1,4,3,3,5,currently a primary school pupil
5,3,1,4,5,1,4,5,3,1,5,5,5,5,1,5,5,5,5,5,5,3,1,1,4,4,5,5,3,1,1,1,1,1,1,1,5,1,1,1,5,1,5,5,5,1,5,5,2,5,secondary school
5,3,4,5,5,1,4,3,1,2,5,1,3,4,5,2,3,5,5,2,3,5,4,5,1,1,4,2,4,2,1,3,3,5,2,5,5,2,3,4,5,1,1,5,2,4,1,3,5,4,secondary school
5,1,1,3,5,5,1,1,1,5,2,1,1,5,3,1,1,1,3,1,3,4,4,3,1,1,3,1,1,1,1,5,2,3,1,2,1,1,3,1,1,1,1,2,1,3,1,5,5,4,secondary school
5,2,2,4,4,4,2,4,2,3,5,3,3,4,2,3,5,3,3,4,5,4,2,2,3,2,3,2,2,2,2,2,4,2,2,2,4,2,3,1,1,1,5,4,4,2,5,4,3,4,secondary school
5,5,3,5,3,2,3,4,4,2,5,4,3,4,4,3,2,4,4,4,2,4,5,3,3,1,5,4,4,2,1,5,4,5,1,1,1,3,3,1,1,5,1,1,5,4,1,3,5,5,college/bachelor degree
5,1,1,5,5,1,4,5,3,3,5,5,5,5,4,1,3,5,5,4,1,1,5,1,1,1,5,1,2,5,5,5,1,5,5,3,1,1,1,3,1,1,5,1,1,4,5,1,5,3,secondary school
4,4,2,4,3,2,3,2,1,4,,3,3,4,5,2,3,3,4,2,1,2,2,1,5,2,4,2,5,3,3,4,3,2,1,2,2,3,3,4,4,2,5,2,2,2,3,3,1,4,secondary school
5,2,2,1,2,4,1,4,4,1,5,5,5,3,1,3,4,1,1,3,4,4,4,4,5,3,5,5,2,3,1,2,2,2,3,2,2,4,4,1,1,1,3,4,4,3,4,5,3,4,secondary school
5,2,3,5,1,1,1,2,2,1,5,1,5,5,4,3,1,3,3,3,2,1,2,2,1,2,3,1,4,2,1,5,2,5,1,2,1,2,3,1,1,1,1,3,3,5,2,5,3,4,primary school
5,5,5,5,5,1,3,5,5,3,3,1,2,2,2,2,5,4,1,5,4,3,5,2,1,2,3,2,2,4,3,3,1,2,5,4,1,3,5,4,2,2,3,1,5,4,1,2,4,3,secondary school
5,3,1,2,5,3,1,1,1,1,5,1,3,5,1,2,3,5,5,5,4,5,3,5,1,1,5,3,1,1,1,5,5,3,2,4,1,3,3,1,1,1,3,1,2,4,3,2,4,4,secondary school
5,5,5,5,4,1,2,3,2,2,5,1,2,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,4,4,2,5,5,3,3,3,2,5,2,5,1,5,5,2,4,5,2,5,3,4,secondary school
5,1,4,5,1,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,1,5,3,3,1,1,2,2,4,2,2,5,2,1,5,2,2,5,5,5,5,5,5,5,5,college/bachelor degree
5,3,3,5,4,3,1,3,3,2,4,4,5,4,1,1,1,4,5,4,1,2,4,2,1,2,4,4,2,5,4,4,2,5,5,3,3,,4,2,1,2,3,1,5,3,2,5,3,4,masters degree
5,2,2,3,,1,5,1,1,5,5,1,2,5,5,2,5,5,5,4,2,3,,1,1,1,4,4,5,1,1,,2,1,1,1,5,1,1,3,1,1,2,1,2,1,2,5,5,4,secondary school
5,2,3,4,5,3,3,4,5,2,5,4,5,5,5,5,5,5,5,5,5,3,4,2,1,1,5,5,3,3,3,5,1,5,1,3,3,5,3,5,1,1,1,5,3,5,3,5,5,1,secondary school
5,1,1,2,5,4,1,4,4,1,4,1,4,4,2,3,3,4,4,4,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,4,1,1,4,1,1,2,4,masters degree
5,5,1,2,3,1,2,3,5,2,5,2,4,4,3,4,2,5,5,5,3,3,4,1,1,1,3,2,2,1,1,5,2,4,2,1,1,5,3,1,1,5,1,1,4,5,1,1,3,4,secondary school
5,4,5,5,3,2,3,2,1,3,5,1,3,4,5,3,1,5,5,3,3,2,3,3,2,1,5,2,3,2,1,5,3,3,2,3,1,4,2,4,5,2,5,3,2,4,2,5,4,4,primary school
5,3,2,2,5,4,2,3,,1,5,4,5,4,3,2,2,5,4,,2,2,4,2,1,1,4,3,3,2,1,5,2,4,2,2,2,3,1,1,1,4,,5,3,5,4,4,3,2,secondary school
5,4,2,4,4,2,2,3,3,3,5,1,3,5,4,4,3,4,5,5,3,4,3,2,2,2,3,2,1,3,2,5,5,5,3,2,1,2,5,4,2,1,1,5,3,3,4,4,4,4,masters degree
4,2,3,2,2,1,3,2,2,5,5,4,4,5,3,3,2,4,5,4,5,2,1,2,5,5,5,5,3,3,3,2,3,4,2,1,5,2,2,1,1,1,4,1,5,4,4,3,4,4,secondary school
5,3,1,1,5,4,3,4,5,1,4,5,4,4,2,3,3,2,3,4,2,5,5,4,2,3,4,5,2,3,1,4,3,5,2,2,1,3,1,1,5,1,4,3,5,3,1,3,4,3,secondary school
5,2,4,5,4,3,2,3,5,2,5,3,5,4,3,3,2,2,2,5,2,3,2,4,5,2,5,4,5,1,1,3,4,4,1,1,1,2,1,1,1,1,2,1,4,2,2,1,3,4,secondary school
5,2,3,5,3,1,4,2,1,4,5,1,3,4,1,4,3,2,3,5,5,5,3,2,1,5,4,2,1,5,5,3,4,4,5,3,5,3,1,5,1,1,4,5,4,3,4,4,5,4,secondary school
5,1,2,3,5,5,2,5,3,1,4,2,2,4,3,2,2,3,4,2,2,2,2,1,1,3,3,2,1,4,4,1,1,4,5,1,1,1,1,2,1,1,3,2,2,4,2,5,4,4,secondary school
4,2,1,4,4,2,2,3,2,3,4,3,3,5,4,4,3,4,4,2,4,2,2,1,2,3,4,3,2,5,5,2,3,2,5,1,4,2,3,5,1,1,2,4,4,2,1,2,5,3,secondary school
5,1,2,3,3,1,3,3,1,4,5,3,3,4,4,2,3,1,1,3,3,1,5,,1,3,4,2,3,2,1,1,2,3,1,3,,1,1,2,2,2,4,2,2,2,3,1,4,4,secondary school
5,2,3,4,5,4,4,2,1,1,5,1,2,4,5,2,2,5,5,4,2,1,5,2,1,2,4,4,3,2,1,5,2,4,2,1,1,1,2,1,1,4,2,1,5,2,1,4,4,4,secondary school
5,1,1,4,2,1,4,3,3,4,5,3,5,5,3,3,4,2,2,3,5,4,3,2,3,1,5,3,5,1,1,2,4,5,2,2,4,1,1,1,1,1,5,5,1,1,2,1,5,4,secondary school
5,4,3,4,4,1,3,4,3,4,5,3,3,5,4,2,3,3,2,3,2,4,4,3,1,1,4,3,3,2,1,3,4,4,2,2,3,2,1,4,2,1,3,3,3,3,3,3,4,3,secondary school
5,2,2,5,,1,1,1,1,1,5,1,2,5,5,2,1,5,5,,3,1,5,2,2,2,2,2,2,5,5,5,4,1,5,1,1,1,1,5,1,1,2,5,3,3,2,5,3,4,college/bachelor degree
5,3,3,5,4,1,3,4,2,2,5,5,4,5,4,3,3,5,5,4,3,2,2,3,3,2,3,4,2,3,3,2,3,3,2,2,2,4,3,2,5,2,3,4,4,4,2,5,4,4,secondary school
4,4,3,3,3,1,3,3,2,3,4,3,4,4,2,5,4,3,3,2,4,5,5,5,3,2,3,1,3,2,1,5,4,5,2,4,1,1,5,2,1,1,4,1,2,3,4,1,5,4,secondary school
5,2,2,2,3,4,2,5,5,4,5,3,3,4,2,3,3,2,3,3,2,3,5,4,4,4,4,1,2,4,3,3,3,4,4,1,2,4,2,3,1,2,3,4,3,3,5,1,4,3,secondary school
5,2,3,5,3,1,4,2,2,1,5,1,2,5,5,3,1,5,5,3,3,4,2,3,1,1,4,1,5,1,1,4,4,4,1,4,1,1,1,5,1,1,4,5,3,2,3,5,4,5,secondary school
4,2,1,3,3,1,4,2,1,4,5,4,3,5,1,3,3,1,2,3,4,1,4,2,3,1,5,2,5,1,1,1,3,3,1,1,3,1,1,1,3,1,5,3,2,1,3,2,2,4,secondary school
3,3,4,1,1,1,1,1,1,1,4,2,2,4,4,1,1,3,3,5,1,5,4,5,3,3,3,3,5,5,4,5,5,5,5,4,1,5,5,1,4,5,1,1,3,5,1,4,2,3,masters degree
5,2,2,4,4,1,4,4,3,3,5,3,4,5,4,3,3,4,4,3,2,3,3,3,4,1,2,1,5,1,1,4,1,5,1,4,3,2,1,1,1,1,3,1,3,4,3,4,5,5,secondary school
5,2,5,3,4,2,2,5,2,1,5,5,5,5,4,2,1,5,5,4,2,2,2,1,3,2,3,2,2,5,5,5,3,3,5,2,2,1,2,3,1,1,2,1,3,5,2,,3,3,secondary school
5,5,3,5,3,1,2,1,1,1,5,4,5,5,3,5,3,5,5,5,5,3,1,2,2,1,5,2,1,5,3,5,2,2,5,2,4,1,2,2,1,1,5,4,5,1,1,5,4,4,college/bachelor degree
5,3,1,4,4,1,3,2,2,3,4,2,4,4,4,2,4,3,3,5,4,3,3,2,2,2,3,3,2,4,3,1,1,3,5,2,2,2,2,4,1,1,5,5,4,4,2,3,4,5,college/bachelor degree
5,1,1,5,3,3,3,4,3,3,5,3,5,5,5,1,1,5,2,3,1,1,3,2,3,1,4,3,5,3,1,4,5,5,5,3,4,5,3,5,1,1,5,5,3,4,4,5,5,5,masters degree
5,1,5,3,4,2,2,5,2,1,5,5,5,5,4,2,1,5,5,4,2,2,2,1,2,1,3,2,2,5,5,5,3,3,5,2,2,1,2,3,1,1,2,1,3,5,2,3,3,3,secondary school
4,2,3,4,5,3,3,4,4,1,5,5,5,5,4,2,2,5,5,4,3,3,4,3,3,1,5,2,5,2,1,3,4,5,2,5,1,3,1,2,5,1,4,1,2,2,4,5,4,5,secondary school
5,2,3,5,5,2,3,3,2,4,5,1,3,5,5,1,1,5,4,3,5,1,3,2,2,1,4,3,2,3,2,2,2,5,3,1,2,4,3,4,3,2,3,5,2,3,1,3,3,4,secondary school
5,1,1,3,2,1,5,2,3,1,5,3,3,5,1,2,2,1,1,4,5,5,3,5,5,4,5,5,5,4,4,2,5,2,4,4,5,1,4,1,1,1,5,5,4,2,4,5,2,5,secondary school
5,2,1,4,5,2,2,3,3,4,5,2,4,5,3,5,5,2,3,4,5,3,5,3,5,4,5,5,3,2,1,1,2,3,2,1,5,1,3,2,2,2,5,3,4,1,4,2,3,3,secondary school
5,5,5,5,1,1,5,5,5,5,1,1,1,5,5,5,1,5,1,5,1,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,2,3,secondary school
4,3,3,2,3,2,1,3,5,3,5,1,2,5,4,1,2,5,5,4,1,2,2,1,1,1,3,1,1,4,2,3,4,5,5,1,1,5,4,2,4,1,4,1,3,5,5,2,3,4,secondary school
5,1,1,2,4,2,5,1,3,1,5,5,5,5,2,2,3,3,3,5,5,4,1,5,1,1,5,4,3,1,1,3,5,5,1,3,4,1,5,1,1,1,5,5,3,1,5,5,3,5,secondary school
5,3,3,3,3,1,1,3,3,2,4,2,3,5,3,2,3,3,3,4,3,3,3,4,3,2,4,3,4,2,2,3,4,4,3,3,4,3,3,3,2,3,3,3,4,4,4,3,3,3,masters degree
4,3,1,3,5,1,3,3,4,3,4,2,3,5,4,3,4,5,5,5,2,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,1,1,1,1,3,1,4,2,4,3,2,2,3,4,college/bachelor degree
5,3,3,5,3,1,3,1,5,1,5,1,1,4,5,1,1,4,5,2,2,1,3,1,3,1,4,2,2,4,2,3,2,4,2,1,1,4,5,1,1,1,3,1,1,3,1,4,3,2,secondary school
5,3,2,3,4,1,2,4,2,3,3,1,4,4,5,1,3,3,3,2,1,2,3,1,1,1,4,4,4,2,1,1,5,5,2,2,3,2,3,1,1,1,4,1,3,2,2,1,4,4,secondary school
5,3,4,3,1,1,2,2,3,2,5,2,3,5,3,3,4,3,3,4,4,5,2,3,2,2,5,4,3,3,1,5,5,5,2,3,1,2,1,2,1,1,1,3,4,4,2,1,4,4,secondary school
5,3,3,4,3,1,4,3,1,5,5,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,4,4,4,1,1,1,1,4,1,4,5,1,1,1,1,1,1,5,4,1,5,1,3,2,college/bachelor degree
4,3,2,3,2,2,4,2,2,2,5,2,2,5,4,2,1,3,3,2,4,1,2,3,3,1,4,1,5,1,1,1,1,3,1,2,1,1,1,1,1,1,2,2,1,2,1,1,3,4,secondary school
5,4,2,4,5,2,5,5,2,2,3,4,3,4,3,3,3,3,3,3,4,3,2,4,4,2,4,3,5,1,1,2,3,4,2,2,3,1,4,1,1,1,2,4,4,2,2,4,4,5,secondary school
5,1,1,4,3,1,4,5,4,4,5,5,5,5,3,4,3,5,5,3,5,3,2,2,3,2,5,5,3,1,1,2,4,4,3,2,3,1,3,3,1,1,3,3,5,2,3,1,4,4,secondary school
4,2,3,5,2,1,3,3,1,1,4,5,5,5,5,2,1,3,3,2,3,4,3,2,2,1,5,4,2,2,1,3,4,3,2,1,4,2,4,1,3,1,4,1,2,5,3,2,4,3,secondary school
5,2,2,3,5,4,2,4,5,2,5,2,4,5,3,5,4,4,5,4,5,3,3,2,3,4,4,4,3,4,4,2,3,2,2,2,5,1,1,1,1,1,2,5,5,1,5,1,3,5,secondary school
3,3,2,4,3,1,1,2,1,1,3,5,4,5,2,2,2,1,1,4,1,2,1,1,5,4,3,1,2,4,2,1,4,1,2,1,2,1,1,1,1,3,5,2,2,1,2,2,3,3,masters degree
5,1,1,2,4,4,1,1,4,1,5,1,2,4,3,1,1,4,3,5,2,5,3,2,2,2,3,3,2,5,5,5,3,3,5,2,4,3,3,1,4,3,1,1,1,2,1,5,1,,masters degree
5,3,1,5,3,1,5,1,3,5,5,3,3,5,3,3,1,2,2,5,4,3,3,3,5,5,5,5,1,5,5,3,1,2,5,3,5,3,3,1,5,,2,5,5,4,5,5,4,5,secondary school
5,4,5,3,5,4,3,5,3,1,4,4,3,5,5,2,3,5,5,3,2,4,5,3,3,2,4,2,2,3,2,5,3,3,2,3,1,2,2,2,5,3,3,3,2,3,2,5,2,4,secondary school
5,4,3,4,5,4,3,5,5,1,5,1,2,5,4,1,1,3,3,4,3,3,3,1,1,1,3,3,1,4,4,5,2,3,5,1,1,5,2,2,1,4,2,3,3,2,2,5,4,4,secondary school
5,2,4,2,5,3,1,5,5,1,5,4,4,4,3,4,2,3,3,3,4,2,2,2,4,2,3,2,2,2,5,4,2,2,2,1,1,3,1,2,4,2,2,3,3,3,4,4,3,2,secondary school
5,2,3,4,4,2,2,4,4,3,5,4,4,3,1,4,4,1,2,2,5,2,2,2,1,1,4,3,5,2,2,5,5,5,2,2,4,,4,4,3,5,2,1,3,5,1,4,5,4,masters degree
5,3,3,3,4,3,3,4,,2,5,4,4,5,3,3,2,4,4,3,5,2,3,3,1,2,4,2,1,4,4,3,3,4,5,2,2,2,2,2,4,1,3,2,4,3,2,5,3,4,secondary school
5,3,4,5,4,2,4,5,4,4,5,2,4,5,5,5,2,5,5,5,4,3,2,3,3,2,4,4,2,5,4,4,3,5,4,2,3,4,2,4,3,1,5,3,4,5,3,5,4,4,secondary school
5,5,1,1,2,4,1,4,4,5,5,1,4,3,2,4,4,3,2,5,2,5,5,2,1,4,4,5,1,3,1,5,4,,5,1,2,5,3,1,4,5,1,2,4,3,1,1,4,5,college/bachelor degree
3,1,1,3,4,2,4,1,1,1,5,1,4,5,4,4,2,2,3,3,4,4,2,4,4,2,4,4,4,3,2,3,2,1,2,3,2,2,1,1,1,2,3,3,3,2,2,5,2,4,secondary school
5,5,3,4,5,3,3,3,1,1,5,1,3,5,5,2,1,5,5,3,2,3,4,1,4,4,4,2,2,,5,3,3,4,5,2,1,1,2,2,2,2,4,2,5,1,4,3,3,2,college/bachelor degree
5,2,2,4,4,3,3,2,2,2,5,2,4,4,3,4,3,4,4,2,4,4,2,2,4,1,4,3,5,1,1,4,3,4,1,3,1,1,1,1,3,1,,3,1,2,5,1,3,4,secondary school
5,2,1,4,5,1,1,4,4,1,5,2,4,5,3,3,3,1,5,3,4,1,1,1,1,1,5,3,3,4,1,1,3,5,1,2,1,1,3,1,1,1,3,1,4,1,1,1,3,2,secondary school
3,2,1,4,2,1,3,3,3,2,5,2,5,5,4,3,3,4,2,4,1,4,5,4,3,2,3,3,4,2,2,4,2,5,3,5,1,5,2,4,1,1,3,4,3,5,1,1,4,3,masters degree
5,1,1,1,1,,,,,1,5,5,1,5,5,5,1,5,2,3,5,1,5,2,1,3,5,5,2,5,3,1,2,3,5,4,5,2,5,5,2,1,5,5,5,1,4,1,3,4,secondary school
5,5,4,3,5,3,3,5,4,1,5,4,4,4,2,4,4,3,3,4,4,5,2,5,3,4,4,4,3,2,2,5,4,5,3,5,4,3,1,1,4,2,3,5,5,4,3,3,2,4,secondary school
5,1,1,2,5,1,3,5,5,1,5,3,5,5,2,1,5,5,5,4,1,5,4,5,1,1,4,1,2,3,1,5,5,5,3,4,1,1,2,3,1,3,5,5,5,3,5,2,5,4,college/bachelor degree
4,2,3,3,2,1,5,2,1,4,1,2,2,5,5,1,1,5,4,1,1,1,5,1,1,1,5,1,5,1,1,1,1,4,3,3,1,1,3,4,1,1,5,5,1,1,1,1,3,4,primary school
5,2,2,4,4,2,3,3,1,1,5,4,4,5,4,4,2,4,4,4,4,2,3,2,2,1,3,3,2,5,2,2,3,4,5,1,1,2,2,5,3,1,1,5,3,3,2,2,3,4,secondary school
5,4,4,2,5,2,1,4,5,2,5,1,2,3,5,2,5,5,5,5,4,5,5,2,3,2,4,3,1,5,2,5,5,5,4,1,1,4,4,5,4,5,1,2,2,5,3,5,4,4,secondary school
5,2,1,5,3,1,5,3,3,2,5,3,5,4,2,3,4,2,3,3,5,3,1,3,2,2,5,3,2,1,1,1,2,2,1,1,5,1,1,2,1,1,5,3,5,2,4,5,3,4,college/bachelor degree
5,2,4,2,5,2,1,4,5,1,5,2,3,5,5,3,3,3,4,3,1,2,4,2,4,3,4,2,4,3,2,3,3,4,4,3,2,4,2,1,1,1,3,3,2,3,4,1,4,3,secondary school
5,2,2,3,5,2,2,5,5,2,5,1,5,4,3,3,2,3,3,2,4,2,2,2,2,1,3,3,4,4,2,4,3,4,3,2,1,3,2,3,3,1,5,1,3,3,4,4,5,4,secondary school
3,5,4,3,3,1,2,4,3,2,4,3,4,4,4,2,2,5,4,4,2,3,3,4,3,3,3,2,4,3,3,3,4,2,3,2,2,1,3,2,2,1,1,1,2,1,2,2,3,4,college/bachelor degree
5,4,4,5,5,2,1,5,1,1,3,1,1,5,3,3,3,1,1,5,2,3,5,3,1,1,3,2,3,2,1,3,2,3,1,1,1,5,3,3,5,3,4,4,3,5,3,1,4,4,secondary school
5,3,2,2,4,1,1,3,5,1,5,1,1,4,3,2,4,5,5,4,3,4,4,3,1,1,5,1,1,1,1,5,3,5,4,3,2,2,3,4,4,1,5,1,2,3,1,5,3,3,secondary school
5,3,2,4,4,2,1,3,3,3,5,2,4,5,2,4,5,4,4,4,3,3,,4,2,2,5,5,3,4,1,3,1,2,1,1,3,2,1,1,3,1,4,2,5,2,1,1,3,5,secondary school
5,4,2,2,4,2,1,4,5,4,5,3,3,5,5,5,5,5,5,4,3,4,4,3,3,4,4,4,2,5,5,5,3,4,4,1,2,3,5,4,5,2,5,1,3,3,2,5,3,3,secondary school
5,4,2,4,4,2,2,4,2,2,4,4,5,3,5,1,5,2,2,4,1,3,2,2,4,1,4,2,5,2,2,4,2,5,2,2,2,2,4,3,5,1,3,5,2,2,4,1,3,3,secondary school
5,4,2,2,5,3,3,5,3,3,5,3,5,4,2,5,5,5,5,3,5,2,1,4,3,1,5,5,4,1,1,1,1,4,1,2,5,1,1,1,3,1,2,3,5,1,3,1,3,4,masters degree
5,5,5,4,4,1,1,2,1,5,5,2,1,5,5,5,3,5,5,5,2,4,4,1,5,5,5,5,1,5,2,1,5,4,4,1,1,3,5,1,5,1,1,1,5,2,3,3,2,4,masters degree
5,2,2,5,1,1,5,2,2,1,5,5,4,5,3,4,5,4,2,3,2,3,3,3,5,1,5,3,1,1,5,3,5,4,3,1,5,4,1,5,3,1,5,3,5,1,5,5,4,4,college/bachelor degree
5,2,2,3,5,3,3,4,4,1,5,2,4,5,3,4,3,3,4,4,5,2,3,2,3,4,4,3,3,2,4,2,2,2,2,2,3,2,1,2,1,1,4,5,4,1,3,1,4,4,secondary school
5,1,1,2,2,3,5,1,2,2,5,1,5,5,2,3,3,2,2,3,4,2,3,3,2,3,5,5,3,2,1,1,2,2,3,1,2,1,1,1,1,1,5,5,4,1,5,4,3,4,secondary school
5,3,4,2,2,1,2,4,4,1,4,2,3,3,2,4,1,5,1,5,2,3,4,2,2,2,3,2,1,4,5,2,4,2,3,1,2,3,2,5,5,1,2,5,4,4,5,3,3,4,college/bachelor degree
5,4,1,3,5,2,1,5,5,1,5,2,4,4,2,3,3,4,4,4,5,3,4,5,1,1,5,3,4,1,,3,4,5,1,2,3,1,2,1,5,3,5,2,1,2,1,3,4,5,secondary school
4,3,4,4,1,1,4,1,,4,4,3,2,5,4,3,1,5,5,4,5,5,1,1,1,1,5,5,4,1,1,4,5,5,5,4,1,1,1,5,5,1,4,5,1,1,5,4,5,4,secondary school
5,4,4,4,4,3,4,3,3,2,4,2,3,4,4,4,4,4,3,4,4,3,4,2,3,5,3,5,3,3,1,3,3,4,2,3,5,3,1,5,1,1,5,5,5,5,5,5,3,5,college/bachelor degree
5,3,2,3,3,1,4,3,3,1,5,3,3,5,4,4,2,4,4,3,4,2,3,1,4,5,4,5,3,3,3,2,3,5,3,2,5,3,1,1,2,1,2,4,5,4,5,4,3,4,secondary school
5,2,1,1,1,1,1,1,3,4,4,1,2,5,5,5,1,3,1,1,3,1,1,5,1,1,4,3,1,1,1,5,5,5,1,5,3,3,3,5,5,5,1,1,5,2,1,1,5,5,college/bachelor degree
5,2,3,3,4,5,3,3,3,3,4,3,5,5,3,3,3,4,4,3,4,2,1,4,5,3,5,5,2,1,1,3,2,3,2,1,4,2,1,2,1,1,5,5,4,3,5,4,3,4,secondary school
5,2,2,3,5,1,1,5,3,1,5,3,4,5,3,3,5,5,5,5,4,3,2,1,1,1,4,3,1,1,1,2,2,3,1,3,3,2,2,1,5,2,2,1,2,3,1,2,3,3,college/bachelor degree
5,3,4,4,5,5,1,3,4,1,5,5,4,5,1,4,4,1,4,3,5,3,4,3,4,1,5,4,2,1,1,1,2,4,1,1,3,4,4,1,2,1,5,1,2,4,3,1,1,3,secondary school
5,2,3,5,4,4,5,3,3,4,5,5,5,5,1,5,5,5,5,3,5,5,3,1,1,2,5,5,3,3,1,1,3,5,3,3,5,3,3,5,,3,5,5,1,1,5,5,5,3,secondary school
